ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
SelvyFr01 ,1961,Frank,Selvy,west,N,1,11,0.0,nan,nan,4.0,1.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,nan,nan
SelvyFr01 ,1954,Frank,Selvy,west,N,1,19,7.0,nan,nan,3.0,1.0,nan,nan,nan,nan,7.0,2.0,4.0,3.0,nan,nan
SeymoPa01 ,1954,Paul,Seymour,east,N,1,16,8.0,nan,nan,3.0,1.0,nan,nan,nan,nan,8.0,3.0,2.0,2.0,nan,nan
SeymoPa01 ,1953,Paul,Seymour,east,N,1,19,8.0,nan,nan,1.0,3.0,nan,nan,nan,nan,6.0,2.0,4.0,4.0,nan,nan
SeymoPa01 ,1952,Paul,Seymour,east,N,1,14,5.0,nan,nan,3.0,2.0,nan,nan,nan,nan,3.0,2.0,2.0,1.0,nan,nan
ShaffLe01 ,1962,Lee,Shaffer,east,N,1,19,12.0,nan,nan,1.0,1.0,nan,nan,nan,nan,13.0,6.0,0.0,0.0,nan,nan
SharmBi01 ,1959,Bill,Sharman,east,N,1,26,17.0,nan,nan,6.0,2.0,nan,nan,nan,nan,21.0,8.0,1.0,1.0,nan,nan
SharmBi01 ,1958,Bill,Sharman,east,N,1,24,11.0,nan,nan,2.0,0.0,nan,nan,nan,nan,12.0,3.0,6.0,5.0,nan,nan
SharmBi01 ,1957,Bill,Sharman,east,N,1,25,15.0,nan,nan,4.0,3.0,nan,nan,nan,nan,19.0,6.0,3.0,3.0,nan,nan
SharmBi01 ,1956,Bill,Sharman,east,N,1,23,12.0,nan,nan,6.0,5.0,nan,nan,nan,nan,17.0,5.0,2.0,2.0,nan,nan
SharmBi01 ,1955,Bill,Sharman,east,N,1,24,7.0,nan,nan,7.0,2.0,nan,nan,nan,nan,8.0,2.0,4.0,3.0,nan,nan
SharmBi01 ,1954,Bill,Sharman,east,N,1,18,15.0,nan,nan,4.0,2.0,nan,nan,nan,nan,10.0,5.0,5.0,5.0,nan,nan
SharmBi01 ,1953,Bill,Sharman,east,N,1,30,14.0,nan,nan,2.0,3.0,nan,nan,nan,nan,9.0,6.0,4.0,2.0,nan,nan
SharmBi01 ,1952,Bill,Sharman,east,N,1,26,11.0,nan,nan,4.0,0.0,nan,nan,nan,nan,8.0,5.0,1.0,1.0,nan,nan
ShueGe01  ,1961,Gene,Shue,west,N,1,17,7.0,nan,nan,5.0,4.0,nan,nan,nan,nan,6.0,3.0,1.0,1.0,nan,nan
ShueGe01  ,1960,Gene,Shue,west,N,1,23,15.0,nan,nan,3.0,6.0,nan,nan,nan,nan,10.0,6.0,4.0,3.0,nan,nan
ShueGe01  ,1959,Gene,Shue,west,N,1,34,13.0,nan,nan,6.0,6.0,nan,nan,nan,nan,13.0,6.0,2.0,1.0,nan,nan
ShueGe01  ,1958,Gene,Shue,west,N,1,31,13.0,nan,nan,4.0,3.0,nan,nan,nan,nan,11.0,6.0,2.0,1.0,nan,nan
ShueGe01  ,1957,Gene,Shue,west,N,1,25,18.0,nan,nan,2.0,0.0,nan,nan,nan,nan,11.0,8.0,3.0,2.0,nan,nan
SikmaJa01 ,1984,Jack,Sikma,west,N,1,12,0.0,nan,nan,2.0,0.0,nan,nan,nan,nan,2.0,0.0,0.0,0.0,nan,nan
SikmaJa01 ,1983,Jack,Sikma,west,N,1,30,15.0,nan,nan,12.0,1.0,nan,nan,nan,nan,12.0,5.0,6.0,5.0,nan,nan
SikmaJa01 ,1982,Jack,Sikma,west,N,1,17,8.0,nan,nan,3.0,1.0,nan,nan,nan,nan,6.0,4.0,0.0,0.0,nan,nan
SikmaJa01 ,1981,Jack,Sikma,west,N,1,21,6.0,nan,nan,4.0,4.0,nan,nan,nan,nan,5.0,2.0,2.0,2.0,nan,nan
SikmaJa01 ,1980,Jack,Sikma,west,N,1,21,6.0,nan,nan,4.0,4.0,nan,nan,nan,nan,5.0,2.0,2.0,2.0,nan,nan
SikmaJa01 ,1979,Jack,Sikma,west,N,1,28,8.0,nan,nan,8.0,4.0,nan,nan,nan,nan,10.0,4.0,0.0,0.0,nan,nan
SikmaJa01 ,1978,Jack,Sikma,west,N,1,18,8.0,nan,nan,4.0,0.0,nan,nan,nan,nan,5.0,4.0,0.0,0.0,nan,nan
SilasJa01 ,1974,James,Silas,west,A,1,23,21.0,2.0,1.0,3.0,5.0,2.0,0.0,2.0,3.0,7.0,5.0,11.0,11.0,0.0,0.0
SilasJa01 ,1975,James,Silas,AllStars,A,1,23,20.0,nan,nan,0.0,5.0,nan,nan,nan,8.0,10.0,6.0,8.0,8.0,0.0,0.0
SilasPa01 ,1974,Paul,Silas,east,N,1,15,6.0,nan,nan,2.0,2.0,nan,nan,nan,nan,4.0,2.0,2.0,2.0,nan,nan
SilasPa01 ,1971,Paul,Silas,west,N,1,15,2.0,nan,nan,9.0,1.0,nan,nan,nan,nan,6.0,0.0,3.0,2.0,nan,nan
SimonWa01 ,1968,Walter,Simon,east,A,1,21,18.0,1.0,3.0,4.0,1.0,nan,nan,2.0,3.0,11.0,8.0,3.0,2.0,0.0,0.0
SimpsRa01 ,1971,Ralph,Simpson,west,A,1,20,12.0,0.0,1.0,1.0,0.0,nan,nan,3.0,1.0,14.0,6.0,1.0,0.0,1.0,0.0
SimpsRa01 ,1972,Ralph,Simpson,west,A,1,13,6.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,6.0,2.0,3.0,2.0,0.0,0.0
SimpsRa01 ,1973,Ralph,Simpson,west,A,1,23,12.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0
SimpsRa01 ,1974,Ralph,Simpson,west,A,1,25,6.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0
SimpsRa01 ,1975,Ralph,Simpson,Denver,A,1,37,19.0,nan,nan,7.0,5.0,nan,nan,nan,0.0,15.0,8.0,3.0,3.0,0.0,0.0
SloanJe01 ,1968,Jerry,Sloan,west,N,1,18,11.0,nan,nan,3.0,0.0,nan,nan,nan,nan,8.0,2.0,1.0,0.0,nan,nan
SloanJe01 ,1966,Jerry,Sloan,west,N,1,22,8.0,nan,nan,4.0,4.0,nan,nan,nan,nan,9.0,4.0,0.0,0.0,nan,nan
SmithAd01 ,1965,Adrian,Smith,east,N,1,26,24.0,nan,nan,8.0,3.0,nan,nan,nan,nan,18.0,9.0,6.0,6.0,nan,nan
SmithPh01 ,1976,Phil,Smith,west,N,1,28,13.0,nan,nan,6.0,8.0,nan,nan,nan,nan,13.0,6.0,2.0,1.0,nan,nan
SmithPh01 ,1975,Phil,Smith,west,N,1,12,7.0,nan,nan,1.0,0.0,nan,nan,nan,nan,7.0,3.0,4.0,1.0,nan,nan
SmithRa01 ,1977,Randy,Smith,east,N,1,29,27.0,nan,nan,7.0,6.0,nan,nan,nan,nan,14.0,11.0,6.0,5.0,nan,nan
SmithRa01 ,1975,Randy,Smith,east,N,1,15,8.0,nan,nan,1.0,3.0,nan,nan,nan,nan,7.0,4.0,0.0,0.0,nan,nan
SmithSt01 ,1997,Steve,Smith,east,N,1,16,14.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,5.0,2.0
SmitsRi01 ,1997,Rick,Smits,east,N,1,21,10.0,5.0,2.0,7.0,4.0,0.0,2.0,0.0,3.0,7.0,3.0,4.0,4.0,0.0,0.0
SomerWi01 ,1968,Willie,Somerset,west,A,1,17,6.0,3.0,0.0,3.0,3.0,nan,nan,1.0,3.0,7.0,2.0,2.0,2.0,0.0,0.0
SprewLa01 ,1996,Latrell,Sprewell,west,N,1,25,19.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,12.0,7.0,6.0,4.0,3.0,1.0
SprewLa01 ,1994,Latrell,Sprewell,west,N,1,22,9.0,nan,nan,4.0,4.0,nan,nan,nan,nan,9.0,4.0,1.0,1.0,nan,nan
SprewLa01 ,1993,Latrell,Sprewell,west,N,1,15,9.0,nan,nan,7.0,1.0,nan,nan,nan,nan,8.0,3.0,7.0,3.0,nan,nan
SprewLa01 ,2000,Latrell,Sprewell,east,N,1,15,7.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0
StackJe01 ,2000,Jerry,Stackhouse,east,N,1,15,7.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,3.0,2.0,0.0,1.0,1.0
StackJe01 ,1999,Jerry,Stackhouse,east,N,1,14,8.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0
StarkJo01 ,1993,John,Starks,east,N,1,20,9.0,nan,nan,3.0,3.0,nan,nan,nan,nan,9.0,4.0,0.0,0.0,nan,nan
StockJo01 ,1999,John,Stockton,west,N,1,11,10.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0
StockJo01 ,1996,John,Stockton,west,N,1,20,12.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,6.0,5.0,0.0,0.0,2.0,2.0
StockJo01 ,1995,John,Stockton,west,N,1,18,4.0,nan,nan,1.0,3.0,nan,nan,nan,nan,9.0,2.0,0.0,0.0,nan,nan
StockJo01 ,1994,John,Stockton,west,N,1,14,4.0,nan,nan,1.0,6.0,nan,nan,nan,nan,6.0,2.0,0.0,0.0,nan,nan
StockJo01 ,1993,John,Stockton,west,N,1,26,13.0,nan,nan,5.0,10.0,nan,nan,nan,nan,10.0,6.0,0.0,0.0,nan,nan
StockJo01 ,1992,John,Stockton,east,N,1,31,9.0,nan,nan,6.0,15.0,nan,nan,nan,nan,6.0,3.0,2.0,2.0,nan,nan
StockJo01 ,1991,John,Stockton,west,N,1,18,12.0,nan,nan,1.0,5.0,nan,nan,nan,nan,8.0,5.0,0.0,0.0,nan,nan
StockJo01 ,1990,John,Stockton,west,N,1,12,4.0,nan,nan,1.0,2.0,nan,nan,nan,nan,6.0,1.0,4.0,2.0,nan,nan
StockJo01 ,1989,John,Stockton,west,N,1,15,2.0,nan,nan,0.0,6.0,nan,nan,nan,nan,4.0,1.0,0.0,0.0,nan,nan
StockJo01 ,1988,John,Stockton,west,N,1,32,11.0,nan,nan,2.0,17.0,nan,nan,nan,nan,6.0,5.0,0.0,0.0,nan,nan
StojaPe01 ,2003,Peja,Stojakovic,west,N,1,13,5.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,4.0,1.0
StojaPe01 ,2002,Peja,Stojakovic,west,N,1,13,5.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,4.0,1.0
StojaPe01 ,2001,Peja,Stojakovic,west,N,1,18,11.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,5.0,3.0
StokeMa01 ,1957,Maurice,Stokes,west,N,1,36,10.0,nan,nan,14.0,3.0,nan,nan,nan,nan,13.0,3.0,7.0,4.0,nan,nan
StokeMa01 ,1956,Maurice,Stokes,west,N,1,31,19.0,nan,nan,12.0,7.0,nan,nan,nan,nan,19.0,8.0,3.0,3.0,nan,nan
StokeMa01 ,1955,Maurice,Stokes,west,N,1,20,10.0,nan,nan,16.0,2.0,nan,nan,nan,nan,11.0,4.0,5.0,2.0,nan,nan
SundeDo01 ,1953,Don,Sunderlage,west,N,1,6,4.0,nan,nan,0.0,1.0,nan,nan,nan,nan,2.0,1.0,2.0,2.0,nan,nan
SzczeWa01 ,2001,Wally,Szczerbiak,west,N,1,12,10.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,3.0,2.0
TartLe01  ,1967,Levern,Tart,west,A,1,27,13.0,1.0,2.0,3.0,3.0,nan,nan,4.0,0.0,12.0,4.0,5.0,5.0,0.0,0.0
TartLe01  ,1969,Levern,Tart,east,A,1,13,3.0,nan,nan,3.0,1.0,nan,nan,nan,2.0,8.0,1.0,0.0,0.0,0.0,0.0
TayloBr01 ,1974,Brian,Taylor,east,A,1,21,21.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,4.0,13.0,9.0,5.0,3.0,0.0,0.0
TayloBr01 ,1975,Brian,Taylor,AllStars,A,1,29,6.0,nan,nan,4.0,8.0,nan,nan,nan,3.0,9.0,3.0,0.0,0.0,1.0,0.0
TerryCl01 ,1975,Claude,Terry,Denver,A,1,25,14.0,nan,nan,3.0,3.0,nan,nan,nan,2.0,12.0,5.0,5.0,3.0,3.0,1.0
TheusRe01 ,1982,Reggie,Theus,east,N,1,8,0.0,nan,nan,1.0,1.0,nan,nan,nan,nan,5.0,0.0,0.0,0.0,nan,nan
TheusRe01 ,1981,Reggie,Theus,east,N,1,19,8.0,nan,nan,1.0,3.0,nan,nan,nan,nan,7.0,4.0,0.0,0.0,nan,nan
TheusRe01 ,1980,Reggie,Theus,east,N,1,19,8.0,nan,nan,1.0,3.0,nan,nan,nan,nan,7.0,4.0,0.0,0.0,nan,nan
ThomaIs01 ,1992,Isiah,Thomas,west,N,1,32,8.0,nan,nan,2.0,4.0,nan,nan,nan,nan,7.0,4.0,2.0,0.0,nan,nan
ThomaIs01 ,1991,Isiah,Thomas,east,N,1,28,15.0,nan,nan,1.0,5.0,nan,nan,nan,nan,14.0,7.0,0.0,0.0,nan,nan
ThomaIs01 ,1989,Isiah,Thomas,east,N,1,27,15.0,nan,nan,4.0,9.0,nan,nan,nan,nan,12.0,7.0,0.0,0.0,nan,nan
ThomaIs01 ,1988,Isiah,Thomas,east,N,1,33,19.0,nan,nan,2.0,14.0,nan,nan,nan,nan,13.0,7.0,6.0,4.0,nan,nan
ThomaIs01 ,1987,Isiah,Thomas,east,N,1,28,8.0,nan,nan,2.0,15.0,nan,nan,nan,nan,10.0,4.0,0.0,0.0,nan,nan
ThomaIs01 ,1986,Isiah,Thomas,east,N,1,24,16.0,nan,nan,3.0,9.0,nan,nan,nan,nan,6.0,4.0,9.0,8.0,nan,nan
ThomaIs01 ,1985,Isiah,Thomas,east,N,1,36,30.0,nan,nan,1.0,10.0,nan,nan,nan,nan,19.0,11.0,9.0,8.0,nan,nan
ThomaIs01 ,1984,Isiah,Thomas,east,N,1,25,22.0,nan,nan,2.0,5.0,nan,nan,nan,nan,14.0,9.0,1.0,1.0,nan,nan
ThomaIs01 ,1983,Isiah,Thomas,east,N,1,39,21.0,nan,nan,5.0,15.0,nan,nan,nan,nan,17.0,9.0,3.0,3.0,nan,nan
ThomaIs01 ,1982,Isiah,Thomas,east,N,1,29,19.0,nan,nan,4.0,7.0,nan,nan,nan,nan,14.0,9.0,1.0,1.0,nan,nan
ThompDa01 ,1978,David,Thompson,west,N,1,34,25.0,nan,nan,5.0,2.0,nan,nan,nan,nan,17.0,11.0,7.0,3.0,nan,nan
ThompDa01 ,1977,David,Thompson,west,N,1,35,22.0,nan,nan,3.0,3.0,nan,nan,nan,nan,16.0,10.0,4.0,2.0,nan,nan
ThompDa01 ,1976,David,Thompson,west,N,1,29,18.0,nan,nan,7.0,3.0,nan,nan,nan,nan,9.0,7.0,6.0,4.0,nan,nan
ThompDa01 ,1975,David,Thompson,Denver,A,1,34,29.0,nan,nan,8.0,2.0,nan,nan,nan,4.0,18.0,9.0,13.0,11.0,0.0,0.0
ThompGe01 ,1971,George,Thompson,east,A,1,17,10.0,0.0,0.0,0.0,2.0,nan,nan,0.0,1.0,9.0,5.0,0.0,0.0,2.0,0.0
ThompGe01 ,1972,George,Thompson,east,A,1,22,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,4.0,2.0,2.0,0.0,0.0
ThompGe01 ,1973,George,Thompson,east,A,1,21,10.0,2.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0
ThomsDa01 ,1982,David,Thomspon,west,N,1,17,10.0,nan,nan,1.0,2.0,nan,nan,nan,nan,7.0,5.0,0.0,0.0,nan,nan
ThoreSk01 ,1968,Skip,Thoren,east,A,1,17,2.0,5.0,0.0,5.0,2.0,nan,nan,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0
ThorpOt01 ,1991,Otis,Thorpe,west,N,1,4,2.0,nan,nan,0.0,0.0,nan,nan,nan,nan,1.0,1.0,0.0,0.0,nan,nan
ThurmNa01 ,1973,Nate,Thurmond,west,N,1,5,4.0,nan,nan,3.0,0.0,nan,nan,nan,nan,4.0,2.0,1.0,0.0,nan,nan
ThurmNa01 ,1972,Nate,Thurmond,west,N,1,14,4.0,nan,nan,4.0,1.0,nan,nan,nan,nan,5.0,2.0,0.0,0.0,nan,nan
ThurmNa01 ,1969,Nate,Thurmond,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ThurmNa01 ,1967,Nate,Thurmond,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ThurmNa01 ,1966,Nate,Thurmond,west,N,1,42,16.0,nan,nan,18.0,0.0,nan,nan,nan,nan,16.0,7.0,4.0,2.0,nan,nan
ThurmNa01 ,1965,Nate,Thurmond,west,N,1,33,7.0,nan,nan,16.0,1.0,nan,nan,nan,nan,16.0,3.0,3.0,1.0,nan,nan
ThurmNa01 ,1964,Nate,Thurmond,west,N,1,10,0.0,nan,nan,3.0,0.0,nan,nan,nan,nan,2.0,0.0,0.0,0.0,nan,nan
TomjaRu01 ,1978,Rudy,Tomjanovich,east,N,1,24,12.0,nan,nan,6.0,1.0,nan,nan,nan,nan,13.0,6.0,0.0,0.0,nan,nan
TomjaRu01 ,1976,Rudy,Tomjanovich,east,N,1,22,6.0,nan,nan,10.0,1.0,nan,nan,nan,nan,9.0,3.0,0.0,0.0,nan,nan
TomjaRu01 ,1975,Rudy,Tomjanovich,east,N,1,12,2.0,nan,nan,3.0,0.0,nan,nan,nan,nan,2.0,1.0,0.0,0.0,nan,nan
TomjaRu01 ,1974,Rudy,Tomjanovich,east,N,1,14,0.0,nan,nan,3.0,0.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,nan,nan
TomjaRu01 ,1973,Rudy,Tomjanovich,east,N,1,17,4.0,nan,nan,5.0,0.0,nan,nan,nan,nan,5.0,2.0,0.0,0.0,nan,nan
ToneyAn01 ,1983,Andrew,Toney,east,N,1,22,13.0,nan,nan,0.0,3.0,nan,nan,nan,nan,11.0,6.0,1.0,1.0,nan,nan
ToneyAn01 ,1982,Andrew,Toney,east,N,1,18,8.0,nan,nan,1.0,7.0,nan,nan,nan,nan,5.0,4.0,0.0,0.0,nan,nan
ToweMo01  ,1975,Monty,Towe,Denver,A,1,11,2.0,nan,nan,0.0,2.0,nan,nan,nan,0.0,3.0,1.0,0.0,0.0,0.0,0.0
TripuKe01 ,1983,Kelly,Tripucka,east,N,1,6,1.0,nan,nan,0.0,2.0,nan,nan,nan,nan,0.0,0.0,2.0,1.0,nan,nan
TwardDa01 ,1974,Dave,Twardzik,east,A,1,15,14.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,6.0,4.0,4.0,7.0,6.0,0.0,0.0
TwymaJa01 ,1962,Jack,Twyman,east,N,1,16,12.0,nan,nan,4.0,1.0,nan,nan,nan,nan,12.0,6.0,0.0,0.0,nan,nan
TwymaJa01 ,1961,Jack,Twyman,west,N,1,8,11.0,nan,nan,1.0,2.0,nan,nan,nan,nan,6.0,4.0,3.0,3.0,nan,nan
TwymaJa01 ,1959,Jack,Twyman,west,N,1,28,27.0,nan,nan,5.0,1.0,nan,nan,nan,nan,17.0,11.0,8.0,5.0,nan,nan
TwymaJa01 ,1958,Jack,Twyman,west,N,1,23,18.0,nan,nan,8.0,3.0,nan,nan,nan,nan,12.0,8.0,4.0,2.0,nan,nan
TwymaJa01 ,1957,Jack,Twyman,west,N,1,25,18.0,nan,nan,3.0,0.0,nan,nan,nan,nan,13.0,8.0,2.0,2.0,nan,nan
TwymaJa01 ,1956,Jack,Twyman,west,N,1,17,3.0,nan,nan,0.0,1.0,nan,nan,nan,nan,8.0,1.0,3.0,1.0,nan,nan
UnselWe01 ,1972,Wes,Unseld,east,N,1,11,4.0,nan,nan,5.0,1.0,nan,nan,nan,nan,4.0,2.0,0.0,0.0,nan,nan
UnselWe01 ,1971,Wes,Unseld,east,N,1,16,2.0,nan,nan,7.0,1.0,nan,nan,nan,nan,5.0,1.0,0.0,0.0,nan,nan
UnselWe01 ,1970,Wes,Unseld,east,N,1,21,8.0,nan,nan,10.0,2.0,nan,nan,nan,nan,9.0,4.0,0.0,0.0,nan,nan
UnselWe01 ,1968,Wes,Unseld,east,N,1,14,11.0,nan,nan,8.0,1.0,nan,nan,nan,nan,7.0,5.0,3.0,1.0,nan,nan
UnselWe01 ,1974,Wes,Unseld,east,N,1,15,6.0,nan,nan,6.0,1.0,nan,nan,nan,nan,3.0,2.0,2.0,2.0,nan,nan
VanARDi01 ,1970,Dick,Van Arsdale,west,N,1,12,4.0,nan,nan,5.0,3.0,nan,nan,nan,nan,4.0,2.0,1.0,0.0,nan,nan
VanARDi01 ,1969,Dick,Van Arsdale,west,N,1,16,8.0,nan,nan,2.0,2.0,nan,nan,nan,nan,8.0,4.0,0.0,0.0,nan,nan
VanARDi01 ,1968,Dick,Van Arsdale,west,N,1,10,4.0,nan,nan,1.0,0.0,nan,nan,nan,nan,4.0,2.0,0.0,0.0,nan,nan
VanARTo01 ,1971,Tom,Van Arsdale,east,N,1,4,0.0,nan,nan,1.0,0.0,nan,nan,nan,nan,1.0,0.0,0.0,0.0,nan,nan
VanARTo01 ,1970,Tom,Van Arsdale,east,N,1,11,8.0,nan,nan,2.0,1.0,nan,nan,nan,nan,8.0,4.0,2.0,0.0,nan,nan
VanARTo01 ,1969,Tom,Van Arsdale,east,N,1,8,5.0,nan,nan,0.0,1.0,nan,nan,nan,nan,7.0,2.0,1.0,1.0,nan,nan
VandeKi01 ,1983,Kiki,Vandeweghe,west,N,1,26,14.0,nan,nan,3.0,1.0,nan,nan,nan,nan,13.0,7.0,0.0,0.0,nan,nan
VandeKi01 ,1982,Kiki,Vandeweghe,west,N,1,14,7.0,nan,nan,3.0,1.0,nan,nan,nan,nan,4.0,3.0,2.0,1.0,nan,nan
VanexNi01 ,1997,Nick,Van Exel,west,N,1,20,13.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,14.0,5.0,2.0,2.0,6.0,1.0
VanliNo01 ,1976,Norm,Van Lier,west,N,1,14,2.0,nan,nan,1.0,1.0,nan,nan,nan,nan,3.0,1.0,0.0,0.0,nan,nan
VanliNo01 ,1975,Norm,Van Lier,west,N,1,14,3.0,nan,nan,1.0,0.0,nan,nan,nan,nan,4.0,1.0,2.0,1.0,nan,nan
VanliNo01 ,1973,Norm,Van Lier,west,N,1,9,0.0,nan,nan,1.0,2.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan
VaughCh01 ,1967,Chico,Vaughn,east,A,1,4,6.0,0.0,0.0,0.0,0.0,nan,nan,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
VergaBo01 ,1969,Bob,Verga,east,A,1,16,14.0,nan,nan,5.0,2.0,nan,nan,nan,1.0,14.0,6.0,2.0,1.0,3.0,1.0
WalkeAn01 ,2002,Antoine,Walker,east,N,1,9,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,3.0,1.0
WalkeAn01 ,2001,Antoine,Walker,east,N,1,16,8.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,8.0,3.0,0.0,0.0,4.0,2.0
WalkeAn01 ,1997,Antoine,Walker,east,N,1,15,4.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,3.0,0.0
WalkeCh01 ,1973,Chet,Walker,west,N,1,14,12.0,nan,nan,2.0,1.0,nan,nan,nan,nan,5.0,4.0,4.0,4.0,nan,nan
WalkeCh01 ,1972,Chet,Walker,west,N,1,16,4.0,nan,nan,1.0,0.0,nan,nan,nan,nan,5.0,1.0,2.0,2.0,nan,nan
WalkeCh01 ,1970,Chet,Walker,west,N,1,19,10.0,nan,nan,3.0,1.0,nan,nan,nan,nan,9.0,3.0,5.0,4.0,nan,nan
WalkeCh01 ,1969,Chet,Walker,west,N,1,17,4.0,nan,nan,2.0,1.0,nan,nan,nan,nan,3.0,1.0,2.0,2.0,nan,nan
WalkeCh01 ,1966,Chet,Walker,east,N,1,22,15.0,nan,nan,4.0,2.0,nan,nan,nan,nan,9.0,6.0,4.0,3.0,nan,nan
WalkeCh01 ,1965,Chet,Walker,east,N,1,25,8.0,nan,nan,6.0,4.0,nan,nan,nan,nan,10.0,3.0,3.0,2.0,nan,nan
WalkeCh01 ,1963,Chet,Walker,east,N,1,12,4.0,nan,nan,0.0,0.0,nan,nan,nan,nan,5.0,2.0,0.0,0.0,nan,nan
WalkeJi01 ,1971,Jimmy,Walker,west,N,1,16,10.0,nan,nan,2.0,1.0,nan,nan,nan,nan,9.0,4.0,5.0,2.0,nan,nan
WalkeJi01 ,1969,Jimmy,Walker,east,N,1,14,1.0,nan,nan,1.0,0.0,nan,nan,nan,nan,3.0,0.0,1.0,1.0,nan,nan
WallaBe01 ,2003,Ben,Wallace,east,N,1,23,4.0,5.0,2.0,7.0,0.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0
WallaBe01 ,2002,Ben,Wallace,east,N,1,24,2.0,2.0,4.0,6.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
WallaRa01 ,2000,Rasheed,Wallace,west,N,1,21,2.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0
WallaRa01 ,1999,Rasheed,Wallace,west,N,1,21,9.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,4.0,3.0,0.0,0.0
WalthPa01 ,1951,Paul,Walther,west,N,1,17,2.0,nan,nan,2.0,2.0,nan,nan,nan,nan,4.0,1.0,0.0,0.0,nan,nan
WaltoBi01 ,1977,Bill,Walton,west,N,1,31,15.0,nan,nan,10.0,2.0,nan,nan,nan,nan,14.0,6.0,3.0,3.0,nan,nan
WaltoBi01 ,1976,Bill,Walton,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WanzeBo01 ,1955,Bob,Wanzer,west,N,1,25,13.0,nan,nan,5.0,2.0,nan,nan,nan,nan,8.0,4.0,6.0,5.0,nan,nan
WanzeBo01 ,1954,Bob,Wanzer,west,N,1,26,8.0,nan,nan,3.0,2.0,nan,nan,nan,nan,7.0,3.0,2.0,2.0,nan,nan
WanzeBo01 ,1953,Bob,Wanzer,west,N,1,36,12.0,nan,nan,2.0,6.0,nan,nan,nan,nan,13.0,5.0,3.0,2.0,nan,nan
WanzeBo01 ,1952,Bob,Wanzer,west,N,1,22,9.0,nan,nan,2.0,2.0,nan,nan,nan,nan,7.0,4.0,1.0,1.0,nan,nan
WanzeBo01 ,1951,Bob,Wanzer,west,N,1,22,4.0,nan,nan,5.0,5.0,nan,nan,nan,nan,8.0,1.0,2.0,2.0,nan,nan
WarleBe01 ,1967,Ben,Warley,west,A,1,17,8.0,1.0,0.0,1.0,3.0,nan,nan,2.0,2.0,7.0,2.0,4.0,4.0,3.0,0.0
WashiKe01 ,1979,Kermit,Washington,west,N,1,14,4.0,nan,nan,8.0,1.0,nan,nan,nan,nan,6.0,1.0,4.0,2.0,nan,nan
